Imbalanced Loss	Imbalanced Acc.	Imbalanced GM.	Reversed Loss	Reversed Acc.	Reversed GM.	Weak Loss	Weak Acc.	Weak GM.	Strong Loss	Strong Acc.	Strong GM.	
0.391560	90.314770	0.749369	2.372369	57.304278	0.722817	1.228050	73.820000	0.720393	1.317642	56.900000	0.542875	
0.392568	90.153349	0.750645	2.353058	57.748184	0.717253	1.233483	73.570000	0.717733	1.322901	56.700000	0.541470	
0.398966	90.153349	0.765270	2.056312	60.451977	0.726738	1.159392	74.520000	0.731069	1.310167	56.630000	0.539998	
0.398872	90.314770	0.765437	1.981907	61.138015	0.732766	1.127451	75.120000	0.738054	1.315970	56.510000	0.539465	
0.396079	90.314770	0.744926	2.045565	60.169492	0.730761	1.144301	74.440000	0.730613	1.327183	56.680000	0.541168	
0.400090	90.032284	0.738591	2.133262	59.806295	0.728928	1.154534	74.620000	0.731899	1.340816	56.080000	0.535353	
0.397780	89.911219	0.768316	2.069441	60.492333	0.731297	1.145519	74.480000	0.731193	1.325866	56.950000	0.544998	
0.404944	89.991929	0.770637	2.056213	60.169492	0.732756	1.139271	74.940000	0.736278	1.314414	56.630000	0.540811	
0.403945	90.193705	0.771543	2.027600	60.774818	0.735543	1.145955	74.880000	0.734996	1.312844	56.610000	0.539988	
0.401530	90.153349	0.747270	2.101915	59.322034	0.731191	1.160207	75.040000	0.735634	1.333634	56.990000	0.543720	
0.392683	90.274415	0.758534	2.148249	58.999193	0.727632	1.170097	74.520000	0.729519	1.337135	56.550000	0.538143	
0.401719	90.435835	0.757828	2.096340	59.806295	0.735360	1.143829	75.020000	0.734520	1.320038	56.590000	0.541651	
0.403369	90.556901	0.764920	2.092452	60.613398	0.744616	1.137092	74.530000	0.729466	1.326355	57.370000	0.546548	
0.397846	90.516546	0.777081	1.995390	61.824052	0.745319	1.103171	75.110000	0.737186	1.317643	57.160000	0.544973	
0.405380	90.193705	0.774241	2.036958	61.541566	0.735358	1.118942	75.320000	0.739793	1.301373	57.390000	0.548813	
0.410885	89.790153	0.781905	2.036079	61.581921	0.736361	1.107696	75.150000	0.738480	1.310960	57.690000	0.551093	
0.410889	89.830508	0.775586	2.114640	60.653753	0.729395	1.125745	75.250000	0.738765	1.329188	56.920000	0.545073	
0.409973	89.467312	0.771003	2.092098	61.057304	0.728077	1.124706	74.920000	0.735453	1.310430	57.800000	0.552946	
0.405800	89.507667	0.774822	2.012863	61.662631	0.729699	1.122824	75.200000	0.738306	1.275856	58.090000	0.557671	
0.397472	89.870864	0.752856	2.086484	61.218725	0.736478	1.130535	74.760000	0.732979	1.308803	57.100000	0.544084	
0.386018	90.355125	0.761551	2.086893	60.492333	0.735720	1.116832	75.180000	0.736745	1.332312	56.990000	0.542864	
0.391540	90.153349	0.758392	1.933836	61.824052	0.738860	1.105732	75.360000	0.739242	1.292706	57.580000	0.549226	
0.386913	90.476190	0.756940	2.048930	60.936239	0.737828	1.134674	74.710000	0.731419	1.307929	57.150000	0.546177	
0.387812	90.476190	0.753698	2.143307	59.604520	0.731582	1.156150	74.750000	0.731461	1.289509	58.270000	0.556981	
0.383563	90.395480	0.743906	2.085985	60.088781	0.728925	1.138525	74.770000	0.732104	1.294829	57.620000	0.553782	
0.387977	90.355125	0.741344	2.166261	59.443099	0.730362	1.149609	75.010000	0.734368	1.283193	58.400000	0.558569	
0.386864	90.193705	0.747410	2.200498	59.523810	0.727997	1.160990	74.660000	0.730673	1.270074	58.640000	0.563362	
0.382447	90.274415	0.742902	2.094171	60.330912	0.731523	1.130862	75.060000	0.735819	1.275645	58.980000	0.568028	
0.383673	90.435835	0.734753	2.158570	60.290557	0.734029	1.118525	75.460000	0.739308	1.279861	58.190000	0.558368	
0.382832	90.637611	0.775121	2.120637	60.532688	0.729565	1.121382	75.240000	0.737783	1.272191	58.280000	0.559841	
0.382603	90.556901	0.772410	2.025987	61.420500	0.738238	1.093721	75.600000	0.742016	1.271761	58.120000	0.560121	
0.388973	90.153349	0.779548	1.945361	62.550444	0.741205	1.073082	75.930000	0.746913	1.280571	58.360000	0.560560	
0.385753	90.597256	0.782658	1.986208	62.469734	0.740728	1.099911	75.820000	0.744975	1.277402	58.850000	0.565644	
0.377483	90.839387	0.778419	2.061263	61.743341	0.737126	1.094733	75.830000	0.744869	1.284319	58.570000	0.562683	
0.379387	90.637611	0.769706	2.062744	61.097659	0.731131	1.107464	75.830000	0.744987	1.277790	58.680000	0.561880	
0.386884	90.355125	0.764256	2.036889	61.097659	0.730854	1.067926	76.030000	0.747839	1.277685	58.360000	0.561012	
0.384945	90.072639	0.745923	2.083724	60.573043	0.736519	1.101981	75.510000	0.741286	1.284751	58.490000	0.562046	
0.383010	90.153349	0.754816	2.061256	60.895884	0.733311	1.080960	75.430000	0.741106	1.271326	58.860000	0.565444	
0.387982	90.072639	0.735216	2.135043	59.806295	0.720162	1.111813	75.430000	0.740004	1.281006	58.480000	0.560170	
0.386913	90.072639	0.726363	2.165592	59.765940	0.727347	1.113726	75.350000	0.739074	1.270797	58.970000	0.566217	
0.390964	89.951574	0.743402	2.169246	60.411622	0.732378	1.105732	75.730000	0.741744	1.265029	58.840000	0.564508	
0.401152	89.830508	0.741424	2.054767	61.501211	0.736897	1.105339	75.420000	0.740123	1.276408	58.360000	0.558947	
0.401310	89.911219	0.724972	2.169759	60.250202	0.732231	1.132058	75.100000	0.736300	1.286672	58.570000	0.559964	
0.394560	90.435835	0.748255	2.182320	60.492333	0.736760	1.122951	75.460000	0.740883	1.272624	58.690000	0.562148	
0.386799	90.355125	0.732945	2.125335	61.541566	0.743511	1.117221	75.760000	0.744500	1.278580	58.010000	0.554005	
0.374477	90.758676	0.758516	2.043639	61.985472	0.741054	1.101640	75.680000	0.743615	1.287883	57.740000	0.552446	
0.380994	90.677966	0.744258	1.979355	62.792575	0.743899	1.096188	75.980000	0.747856	1.283948	58.220000	0.559219	
0.380845	90.516546	0.767447	1.939740	63.115416	0.745116	1.093352	75.710000	0.744357	1.270780	58.490000	0.560091	
0.377907	90.879742	0.779200	1.985996	62.873285	0.741987	1.098541	75.830000	0.745619	1.292721	59.080000	0.568382	
0.379290	90.476190	0.761662	2.086941	61.945117	0.738295	1.131102	75.410000	0.740646	1.293757	58.560000	0.562901	
0.386999	90.556901	0.744313	2.102926	61.622276	0.736228	1.126168	75.720000	0.743685	1.273733	58.790000	0.564461	
0.388549	90.274415	0.752911	2.000420	62.832930	0.741139	1.104924	76.380000	0.751595	1.286462	58.400000	0.559541	
0.383481	90.112994	0.747674	2.009656	62.106538	0.735152	1.105174	75.900000	0.746794	1.265503	58.860000	0.564028	
0.376564	90.355125	0.738000	1.974465	61.783697	0.731976	1.085334	75.820000	0.745454	1.262545	58.910000	0.563269	
0.375146	90.516546	0.741135	1.994129	62.671509	0.735779	1.082958	75.920000	0.746170	1.265563	58.980000	0.566237	
0.381750	90.435835	0.742569	2.037029	61.743341	0.736365	1.107896	75.570000	0.741925	1.261584	59.130000	0.568805	
0.379610	90.234060	0.734724	2.079775	60.936239	0.729987	1.110599	75.330000	0.738624	1.271201	58.800000	0.565072	
0.386340	90.153349	0.732730	2.023413	61.945117	0.730351	1.083494	76.180000	0.748539	1.287609	58.590000	0.562402	
0.384301	90.072639	0.738035	1.998221	62.025827	0.734203	1.094774	75.770000	0.743918	1.275877	58.870000	0.565401	
0.387018	90.395480	0.729508	1.965599	62.389023	0.741714	1.092892	75.860000	0.744813	1.273361	59.190000	0.567252	
0.388633	90.435835	0.742390	1.960068	62.469734	0.735361	1.070495	76.250000	0.749441	1.249055	59.430000	0.572182	
0.387602	90.314770	0.722825	2.004293	62.025827	0.739184	1.070305	76.300000	0.749580	1.297096	57.770000	0.555171	
0.385566	90.677966	0.742213	1.967513	61.824052	0.737927	1.069457	76.240000	0.748858	1.275034	58.590000	0.563180	
0.383508	90.879742	0.757336	1.914911	62.792575	0.739064	1.065959	76.400000	0.750884	1.265301	58.850000	0.566510	
0.383155	90.758676	0.769218	1.944394	62.146893	0.736523	1.080682	76.160000	0.748129	1.267508	59.140000	0.567075	
0.375856	90.920097	0.771829	1.948935	62.389023	0.738709	1.066652	76.460000	0.750853	1.274779	58.830000	0.563269	
0.376069	90.597256	0.761077	1.950007	62.187248	0.734655	1.079454	75.680000	0.742291	1.266254	58.960000	0.565153	
0.378971	90.799031	0.772476	1.927768	62.953995	0.747347	1.088282	75.670000	0.743135	1.286775	58.910000	0.562687	
0.378938	90.799031	0.778200	2.038133	61.945117	0.745989	1.108921	75.400000	0.739394	1.267271	59.000000	0.565966	
0.385222	90.476190	0.758543	1.995004	61.824052	0.738826	1.092986	75.880000	0.744405	1.272566	58.640000	0.564191	
0.386935	90.112994	0.712470	2.022138	61.339790	0.732563	1.106204	75.840000	0.743916	1.293548	58.760000	0.563766	
0.379960	90.677966	0.724315	2.018667	61.178370	0.731059	1.099367	75.910000	0.745069	1.269741	58.650000	0.562718	
0.382256	90.516546	0.743005	1.990835	61.945117	0.732308	1.101486	76.110000	0.747391	1.271020	58.820000	0.562957	
0.378673	90.799031	0.776516	1.900740	63.599677	0.747188	1.066916	76.180000	0.749070	1.250785	59.380000	0.570611	
0.371944	90.920097	0.764208	1.942697	62.873285	0.745192	1.079551	76.520000	0.752958	1.271690	59.440000	0.570168	
0.364231	91.081517	0.755746	1.939390	62.106538	0.744016	1.078230	76.180000	0.748898	1.271618	59.390000	0.571419	
0.365308	90.799031	0.751115	1.932365	62.389023	0.738170	1.078958	76.380000	0.750366	1.247002	59.170000	0.567501	
0.371087	90.758676	0.740639	2.002609	62.025827	0.740042	1.099476	75.910000	0.745621	1.258342	59.580000	0.572269	
0.367955	91.000807	0.752230	1.974936	63.155771	0.745636	1.075534	76.320000	0.750700	1.268685	58.630000	0.563217	
0.362404	91.202583	0.756347	2.019028	62.227603	0.742392	1.091511	76.320000	0.749798	1.277297	59.240000	0.570082	
0.357302	90.799031	0.752822	1.944290	63.276836	0.746792	1.057557	76.450000	0.751796	1.260944	59.270000	0.570259	
0.366453	90.718321	0.748989	1.990607	62.066182	0.740371	1.053160	76.590000	0.753007	1.251066	59.510000	0.571952	
0.373755	90.799031	0.765128	1.967755	62.025827	0.736046	1.066185	76.490000	0.751807	1.231572	59.670000	0.574791	
0.369572	90.758676	0.764522	1.964696	62.348668	0.739252	1.065541	76.390000	0.750518	1.244605	59.440000	0.573410	
0.368935	91.162228	0.759537	1.974294	62.389023	0.743617	1.070187	76.210000	0.749078	1.217753	61.110000	0.590452	
0.365900	90.839387	0.763929	1.926132	62.994350	0.744552	1.045391	76.580000	0.753697	1.252246	59.630000	0.575175	
0.364067	91.525424	0.752780	1.944766	62.469734	0.743105	1.042415	76.750000	0.755304	1.263322	59.240000	0.569598	
0.369034	90.839387	0.763805	1.932189	62.792575	0.748986	1.038309	76.980000	0.758440	1.239862	59.820000	0.579748	
0.364830	91.000807	0.775412	1.905465	63.155771	0.748119	1.040651	76.750000	0.755741	1.224875	59.970000	0.579590	
0.368075	90.799031	0.761147	1.854944	63.397902	0.742419	1.029847	76.790000	0.755983	1.231076	60.190000	0.580176	
0.375301	90.758676	0.769009	1.806357	64.083939	0.748762	1.039549	76.530000	0.753357	1.229118	59.960000	0.578600	
0.374330	90.758676	0.782934	1.827059	64.083939	0.748430	1.044585	76.540000	0.753291	1.244498	59.550000	0.573450	
0.372876	91.202583	0.770644	1.923446	63.397901	0.750034	1.063539	76.200000	0.749161	1.239760	59.680000	0.576225	
0.367338	90.839387	0.776930	1.883993	63.680387	0.754001	1.045004	76.190000	0.749421	1.255642	59.600000	0.573896	
0.368094	90.718321	0.773322	1.925108	62.510089	0.749427	1.058057	76.430000	0.751948	1.246455	59.730000	0.575127	
0.366393	90.435835	0.763907	1.969100	62.187248	0.745799	1.063961	76.400000	0.751519	1.255147	59.410000	0.570123	
0.361092	90.677966	0.757158	1.981230	62.631154	0.750309	1.061744	76.250000	0.749822	1.258555	59.310000	0.571131	
0.363174	90.799031	0.764122	2.066541	61.824052	0.745504	1.080394	76.360000	0.750655	1.239608	60.290000	0.583490	
0.368027	90.799031	0.766037	2.012670	62.550444	0.750001	1.047659	76.670000	0.754760	1.245926	59.940000	0.578186	
0.372568	90.677966	0.757499	1.984541	62.711864	0.755033	1.062178	76.460000	0.752277	1.243934	60.120000	0.578674	
0.369869	90.355125	0.758734	1.983688	62.389023	0.750815	1.047623	76.700000	0.754507	1.237305	60.020000	0.579134	
0.374086	90.395480	0.754162	2.058114	61.541566	0.745049	1.075294	76.410000	0.750274	1.239560	60.240000	0.579700	
0.371434	90.516546	0.744709	2.074880	61.097659	0.740508	1.086487	76.130000	0.746659	1.271283	59.280000	0.571421	
0.365940	91.000807	0.752760	2.017401	61.904762	0.748646	1.056565	76.270000	0.748806	1.244459	60.110000	0.579660	
0.363530	91.081517	0.754530	2.026329	62.146893	0.746063	1.071503	76.210000	0.748403	1.262336	59.490000	0.572387	
0.361868	90.879742	0.753663	1.987707	62.469734	0.749833	1.061098	76.520000	0.752614	1.254592	60.260000	0.583074	
0.361537	91.041162	0.756514	2.004583	62.429379	0.752592	1.056593	76.420000	0.751299	1.264288	59.350000	0.571142	
0.356153	91.121872	0.742446	2.058918	61.824052	0.751110	1.078976	76.280000	0.749332	1.248694	59.670000	0.573998	
0.355625	91.121872	0.756471	2.070919	62.025827	0.747113	1.101482	75.910000	0.744793	1.249812	60.170000	0.579190	
0.349455	91.000807	0.769566	1.979611	63.075061	0.754490	1.053208	76.700000	0.753972	1.237621	59.680000	0.574036	
0.351339	91.444713	0.793419	1.941678	63.599677	0.758499	1.055069	76.660000	0.754368	1.250369	59.480000	0.573391	
0.353793	90.960452	0.756266	1.944137	62.792575	0.749894	1.070621	76.470000	0.751671	1.245690	59.870000	0.577818	
0.363774	90.758676	0.772159	1.853880	63.640032	0.755314	1.056451	76.730000	0.755152	1.225355	60.470000	0.584704	
0.363699	91.202583	0.773131	1.842997	64.366424	0.761882	1.042513	76.780000	0.756133	1.233670	59.630000	0.575136	
0.358085	91.485069	0.791297	1.911079	63.720742	0.756120	1.056508	76.500000	0.752920	1.229607	59.580000	0.575352	
0.359279	91.121872	0.780011	1.948146	63.034705	0.751780	1.058884	76.450000	0.752098	1.234665	60.430000	0.583891	
0.362269	91.162228	0.766834	1.987980	62.792575	0.756281	1.058804	76.520000	0.751848	1.242888	60.090000	0.580272	
0.366805	91.242938	0.787182	2.034286	62.752219	0.753529	1.081185	76.430000	0.751281	1.251272	59.630000	0.575139	
0.366398	91.364003	0.762188	2.021715	62.308313	0.757168	1.081897	76.240000	0.748408	1.250622	59.950000	0.579098	
0.367663	91.162228	0.761926	2.059321	61.541566	0.749289	1.093928	76.370000	0.749864	1.225907	60.480000	0.583670	
0.362504	91.242938	0.749892	2.025127	61.541566	0.744591	1.076181	76.130000	0.747310	1.227079	60.270000	0.579637	
0.355607	91.121872	0.757292	2.016122	62.106538	0.748330	1.069484	76.640000	0.752927	1.259027	59.810000	0.575282	
0.354946	91.041162	0.729052	2.100958	61.057304	0.745296	1.095431	76.080000	0.746274	1.258278	59.630000	0.574483	
0.363189	90.839387	0.731801	2.086176	61.501211	0.744447	1.103790	76.060000	0.746182	1.263169	59.600000	0.572195	
0.357197	90.879742	0.744814	2.036084	61.945117	0.745806	1.085394	76.020000	0.746589	1.262050	59.510000	0.573258	
0.347811	90.920097	0.735206	1.992363	61.824052	0.741640	1.064983	76.250000	0.749461	1.269728	59.600000	0.572407	
0.348868	91.041162	0.736533	2.028982	61.178370	0.741444	1.067513	76.300000	0.748545	1.251322	60.290000	0.580488	
0.347854	90.920097	0.750217	2.005505	61.945117	0.741763	1.070777	76.440000	0.750359	1.241849	60.070000	0.578096	
0.356452	91.202583	0.739808	2.036029	61.541566	0.750217	1.064451	76.210000	0.748109	1.239505	60.070000	0.578254	
0.365142	91.081517	0.761580	2.018862	62.066182	0.747062	1.076537	76.400000	0.750490	1.252134	60.050000	0.578144	
0.366886	90.920097	0.761844	2.016576	62.469734	0.750238	1.053769	76.610000	0.752515	1.246405	59.950000	0.579018	
0.360195	91.525424	0.751660	2.125115	61.380145	0.749033	1.106047	76.540000	0.750992	1.250174	59.780000	0.574854	
0.360231	91.525424	0.785870	1.972927	63.196126	0.755822	1.076541	76.570000	0.751313	1.247309	59.980000	0.579836	
0.363767	91.242938	0.768840	1.929354	63.236481	0.755539	1.061517	76.650000	0.753218	1.232279	60.250000	0.582936	
0.356474	91.404358	0.756459	1.970366	63.115416	0.750629	1.062091	77.080000	0.757568	1.237653	60.140000	0.578615	
0.356220	91.727199	0.763148	1.975725	62.873285	0.750702	1.078721	76.430000	0.750515	1.242565	59.900000	0.576041	
0.359142	91.202583	0.741285	1.898595	63.236481	0.744138	1.065427	76.600000	0.753426	1.264823	58.860000	0.565800	
0.365198	90.839387	0.744135	1.902514	63.397901	0.746873	1.058910	76.210000	0.749734	1.240092	60.010000	0.580509	
0.357148	91.000807	0.722343	1.986506	62.187248	0.746400	1.068377	76.220000	0.748707	1.262974	59.880000	0.574209	
0.357356	91.162228	0.716589	2.038376	61.945117	0.742954	1.087346	76.380000	0.749407	1.265210	59.750000	0.573877	
0.353727	91.242938	0.740597	1.992309	62.510089	0.746187	1.079986	76.250000	0.749108	1.246852	60.450000	0.582567	
0.356105	90.879742	0.726298	2.027184	62.267958	0.746310	1.072405	76.250000	0.748292	1.248551	59.880000	0.575044	
0.354865	91.283293	0.755045	2.044031	62.066182	0.742324	1.077508	76.370000	0.749753	1.258779	59.790000	0.574448	
0.350956	91.202583	0.736239	2.089731	61.501211	0.743511	1.097027	76.120000	0.746546	1.265811	60.200000	0.579026	
0.351114	91.202583	0.757672	2.007161	62.469734	0.747087	1.069512	76.650000	0.752800	1.251427	59.450000	0.573244	
0.347468	91.121872	0.759676	1.944503	62.469734	0.745778	1.061146	76.650000	0.753814	1.242030	60.160000	0.580177	
0.355614	90.677966	0.755992	1.895464	62.832930	0.735525	1.048167	76.730000	0.754705	1.240195	60.070000	0.580027	
0.348104	91.121872	0.745763	1.919622	63.276836	0.747099	1.056284	76.820000	0.754988	1.232878	60.530000	0.585836	
0.349233	90.920097	0.713850	1.975953	62.389023	0.738755	1.062637	76.640000	0.752522	1.227023	60.300000	0.581134	
0.352609	91.323648	0.743757	1.980048	62.792575	0.746103	1.078466	76.020000	0.746335	1.260807	59.820000	0.574075	
0.345494	91.162228	0.748087	1.885356	63.680387	0.747761	1.048257	76.850000	0.755530	1.241638	60.040000	0.576492	
0.343991	91.364003	0.756183	1.898218	63.478612	0.751559	1.051952	76.520000	0.751726	1.231210	59.950000	0.578017	
0.345105	91.525424	0.781663	1.898706	63.882163	0.756217	1.060322	76.700000	0.753074	1.247064	59.990000	0.578153	
0.345213	91.606134	0.769803	1.930077	63.236481	0.758185	1.048371	77.170000	0.758057	1.239393	60.930000	0.588846	
0.345382	91.162228	0.777581	1.947700	62.913640	0.755780	1.063788	76.680000	0.752184	1.242577	60.090000	0.579220	
0.343376	90.920097	0.772381	1.977698	62.873285	0.752090	1.053615	76.820000	0.754550	1.250713	60.660000	0.585936	
0.347139	91.242938	0.768709	1.909433	63.599677	0.756786	1.055068	76.920000	0.756308	1.243686	60.550000	0.584832	
0.345263	91.364003	0.756760	1.948396	62.066182	0.750830	1.077857	76.470000	0.750774	1.246771	60.360000	0.579123	
0.342608	91.485069	0.752366	2.022706	61.259080	0.746899	1.068969	76.590000	0.751256	1.272354	59.100000	0.568764	
0.343392	91.525424	0.757604	1.933691	62.308313	0.754061	1.045351	76.740000	0.753675	1.233111	60.470000	0.583475	
0.346714	91.242938	0.739525	1.914957	62.832930	0.758734	1.046009	76.650000	0.752610	1.229201	60.120000	0.578193	
0.351592	91.404358	0.740016	1.908244	63.075061	0.760046	1.032998	76.690000	0.753820	1.216174	60.420000	0.583947	
0.351300	91.242938	0.737220	1.977283	62.308313	0.750158	1.059383	76.840000	0.754489	1.232187	60.310000	0.581515	
0.347347	91.283293	0.733769	2.003229	61.824052	0.745010	1.070072	76.120000	0.746022	1.255187	59.940000	0.576140	
0.346176	91.323648	0.731691	2.051564	60.936239	0.740994	1.063071	76.120000	0.745762	1.261608	59.660000	0.572806	
0.350027	91.323648	0.732871	2.108414	60.492333	0.736487	1.085731	76.630000	0.750880	1.261990	59.780000	0.576460	
0.350333	91.283293	0.740199	2.093259	60.855529	0.743519	1.072616	76.280000	0.747144	1.253489	60.210000	0.581048	
0.351292	91.485069	0.740070	2.017013	61.622276	0.743563	1.074227	76.260000	0.747464	1.237454	60.480000	0.584520	
0.351401	91.323648	0.738887	1.967689	62.711864	0.744780	1.056943	76.690000	0.753152	1.230057	60.590000	0.586693	
0.354257	91.202583	0.760165	1.939546	64.083939	0.754357	1.040064	77.120000	0.758550	1.236897	60.210000	0.582103	
0.361205	91.162228	0.754554	1.981169	63.317191	0.753885	1.049696	76.860000	0.754921	1.242586	60.300000	0.581283	
0.354821	91.081517	0.740363	1.987794	62.913640	0.751953	1.059467	76.750000	0.753057	1.244448	60.110000	0.577769	
0.364146	91.121872	0.710441	2.015183	62.631154	0.741549	1.070487	76.480000	0.750202	1.258115	59.850000	0.575615	
0.367114	91.162228	0.746778	2.037205	62.106537	0.738633	1.073517	76.620000	0.751234	1.261313	59.780000	0.574955	
0.361099	91.323648	0.762763	2.015903	62.066182	0.740231	1.075257	76.690000	0.751933	1.266161	59.700000	0.572317	
0.352258	91.404358	0.767153	1.968064	62.994350	0.749618	1.067125	76.440000	0.750081	1.245098	59.890000	0.577496	
0.348420	91.485069	0.767962	1.960999	62.267958	0.745794	1.049112	76.610000	0.751325	1.232375	60.440000	0.582394	
0.351752	91.202583	0.751738	1.965078	62.106537	0.743436	1.049086	76.720000	0.753680	1.235324	60.520000	0.582984	
0.351860	91.485069	0.749613	2.022480	61.702986	0.754127	1.053310	76.580000	0.751402	1.258724	59.680000	0.574051	
0.351298	91.565779	0.742864	2.142693	60.088781	0.741269	1.068545	76.490000	0.749052	1.219946	61.240000	0.591290	
0.353070	91.525424	0.749347	2.083715	61.259080	0.746401	1.071864	76.670000	0.753036	1.247488	59.890000	0.576696	
0.350640	91.686844	0.757282	2.120478	61.218725	0.748508	1.079546	76.510000	0.750337	1.229865	60.960000	0.588349	
0.347176	91.565779	0.756622	2.036060	61.824052	0.753898	1.070899	76.620000	0.753005	1.241469	60.670000	0.585360	
0.338631	91.404358	0.754588	2.027031	61.985472	0.745955	1.071306	77.030000	0.756814	1.239392	60.470000	0.582048	
0.340035	91.646489	0.741206	2.023457	61.743341	0.746854	1.072585	76.550000	0.751386	1.256720	60.510000	0.582609	
0.347232	91.565779	0.745173	2.061742	61.420500	0.744690	1.078067	76.460000	0.749568	1.263761	59.870000	0.576126	
0.345120	91.283293	0.741440	2.065755	61.622276	0.751629	1.080838	76.640000	0.752345	1.260451	59.550000	0.570589	
0.347832	91.162228	0.759611	2.002977	61.985472	0.743122	1.078584	76.510000	0.750534	1.234910	61.040000	0.588645	
0.344727	91.283293	0.732117	1.980662	62.106537	0.748491	1.068209	76.470000	0.749997	1.252142	60.160000	0.578343	
0.350510	91.525424	0.728267	2.055425	61.097659	0.744945	1.094733	76.110000	0.745735	1.241578	60.630000	0.581259	
0.354650	90.960452	0.719255	2.090929	61.420500	0.746913	1.088668	76.530000	0.750543	1.244444	60.090000	0.577284	
0.354717	91.000807	0.745414	1.944793	62.913640	0.754901	1.047144	76.780000	0.754258	1.222086	60.390000	0.578761	
0.359912	91.081517	0.751544	1.919583	63.196126	0.755377	1.061496	76.590000	0.753005	1.229081	60.420000	0.581933	
0.353134	91.323648	0.763589	1.910751	63.478612	0.757639	1.047019	76.710000	0.754553	1.219397	60.220000	0.582433	
0.345634	91.807910	0.784423	1.935707	63.155771	0.763228	1.060202	76.670000	0.753680	1.245276	59.930000	0.577647	
0.343962	91.444713	0.749956	2.024033	61.945117	0.758643	1.081426	76.300000	0.749658	1.237083	59.770000	0.574386	
0.344481	91.242938	0.768342	2.085021	61.380145	0.750723	1.084727	76.370000	0.748780	1.221932	61.130000	0.589255	
0.347676	91.364003	0.773137	2.162281	61.339790	0.751474	1.104802	76.440000	0.749256	1.230217	60.680000	0.584822	
0.347542	91.404358	0.778498	2.111812	61.541566	0.750119	1.094883	76.480000	0.750980	1.239507	60.410000	0.581352	
0.351128	91.162228	0.772885	2.133206	61.259080	0.745427	1.099044	76.170000	0.746448	1.259407	60.280000	0.579391	
0.355139	91.202583	0.761167	2.168580	61.016949	0.741334	1.120923	75.860000	0.742357	1.266086	59.370000	0.568453	
0.360978	90.839387	0.762008	2.198484	60.573043	0.735161	1.136218	76.010000	0.743337	1.239779	60.570000	0.580023	
0.361640	91.000807	0.751573	2.196030	60.492333	0.733321	1.128105	75.900000	0.742956	1.250908	59.760000	0.576241	
0.355710	90.677966	0.731778	2.196842	60.250202	0.735515	1.101352	76.340000	0.747212	1.259573	60.030000	0.575467	
0.355851	90.839387	0.734262	2.127198	60.653753	0.741204	1.071430	76.450000	0.748823	1.236782	60.320000	0.580266	
0.349454	91.081517	0.730391	2.200952	59.443099	0.733720	1.112070	75.960000	0.743308	1.252662	59.530000	0.570940	
0.356007	90.637611	0.721037	2.209139	60.048426	0.730871	1.116792	76.180000	0.746401	1.256797	59.660000	0.574382	
0.357016	91.081517	0.727089	2.183165	60.048426	0.734977	1.091141	76.350000	0.747445	1.240929	60.310000	0.579337	
0.357903	91.404358	0.743791	2.134663	60.694108	0.742164	1.086728	76.640000	0.750396	1.262993	60.170000	0.577371	
0.360048	91.202583	0.730284	2.073564	61.097659	0.745684	1.076037	76.570000	0.750163	1.232241	60.670000	0.583369	
0.353070	91.000807	0.736364	2.026453	61.743341	0.746249	1.072282	76.940000	0.754852	1.256314	60.550000	0.584967	
0.351994	90.920097	0.734488	1.980397	62.066182	0.747681	1.056370	76.600000	0.751322	1.227612	60.220000	0.580368	
0.344045	91.162228	0.741806	1.995144	62.066182	0.746857	1.070707	76.770000	0.753167	1.232092	60.240000	0.579406	
0.341721	91.404358	0.751163	2.062583	61.824052	0.749018	1.075910	76.780000	0.753492	1.250203	59.660000	0.573293	
0.343529	91.242938	0.744620	2.125796	61.299435	0.745690	1.100376	76.480000	0.748773	1.265289	60.220000	0.579273	
0.347433	91.202583	0.776274	2.083332	61.864407	0.745321	1.102605	76.260000	0.746441	1.260473	60.100000	0.576550	
0.347363	91.767554	0.775999	2.083842	61.299435	0.744318	1.090232	76.700000	0.751990	1.236878	60.280000	0.580236	
0.345947	91.727199	0.768194	1.927658	62.913640	0.751336	1.055989	77.030000	0.757563	1.238178	60.730000	0.585342	
0.346442	91.565779	0.764402	1.945497	62.994350	0.748757	1.063365	77.030000	0.757325	1.245781	60.260000	0.577690	
0.348006	91.364003	0.760660	2.012567	62.752219	0.745033	1.073397	76.440000	0.750521	1.251792	59.980000	0.576070	
0.347943	91.525424	0.781257	2.008113	62.873285	0.749552	1.063045	76.570000	0.752344	1.234129	60.770000	0.586532	
0.346397	91.646489	0.773634	2.007472	62.711864	0.752789	1.084349	76.630000	0.753022	1.228859	60.480000	0.583224	
0.342218	91.606134	0.744940	1.919270	63.317191	0.755776	1.059561	76.930000	0.756430	1.235824	60.700000	0.584785	
0.345810	91.606134	0.739760	1.902318	63.720742	0.758821	1.035088	77.320000	0.760341	1.219631	60.910000	0.586167	
0.350477	91.485069	0.761977	1.883280	64.326069	0.757036	1.029632	77.260000	0.760795	1.222254	60.490000	0.583180	
0.351911	91.323648	0.759437	1.906272	63.962873	0.762500	1.034562	76.940000	0.756295	1.221030	60.640000	0.587063	
0.351324	91.323648	0.761561	2.005340	62.913640	0.752306	1.064573	76.470000	0.749768	1.225986	61.020000	0.589698	
